,number,type,bbox_x,lines,width,height,ext,colorspace,xres,yres,bpc,transform,size_x,image,__x,line_no,idx,idx_val,size_y,flags,font,color,ascender,descender,text,origin,bbox_y,__y,span_no,x0,y0,x1,y1
286,136,0,"(400.79998779296875, 131.1444091796875, 413.1332092285156, 172.62481689453125)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '100', 'origin': (401.0400085449219, 147.83999633789062), 'bbox': (401.0400085449219, 139.78439331054688, 412.8932189941406, 150.5447998046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (401.0400085449219, 139.78439331054688, 412.8932189941406, 150.5447998046875)}",,,,,,,,,,,number,1,146,146,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,100,"(401.0400085449219, 147.83999633789062)","(401.0400085449219, 139.78439331054688, 412.8932189941406, 150.5447998046875)",idx,0,401.0400085449219,139.78439331054688,412.8932189941406,150.5447998046875
287,136,0,"(400.79998779296875, 131.1444091796875, 413.1332092285156, 172.62481689453125)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '100', 'origin': (401.0400085449219, 157.44000244140625), 'bbox': (401.0400085449219, 149.3843994140625, 413.04119873046875, 160.14480590820312)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (401.0400085449219, 149.3843994140625, 413.04119873046875, 160.14480590820312)}",,,,,,,,,,,number,2,147,147,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,100,"(401.0400085449219, 157.44000244140625)","(401.0400085449219, 149.3843994140625, 413.04119873046875, 160.14480590820312)",idx,0,401.0400085449219,149.3843994140625,413.04119873046875,160.14480590820312
288,136,0,"(400.79998779296875, 131.1444091796875, 413.1332092285156, 172.62481689453125)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '137', 'origin': (400.79998779296875, 169.92001342773438), 'bbox': (400.79998779296875, 161.86441040039062, 412.7095947265625, 172.62481689453125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (400.79998779296875, 161.86441040039062, 412.7095947265625, 172.62481689453125)}",,,,,,,,,,,number,3,148,148,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,137,"(400.79998779296875, 169.92001342773438)","(400.79998779296875, 161.86441040039062, 412.7095947265625, 172.62481689453125)",idx,0,400.79998779296875,161.86441040039062,412.7095947265625,172.62481689453125
289,137,0,"(382.32000732421875, 171.70440673828125, 413.6653137207031, 182.46481323242188)","{'spans': [{'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '137, 139', 'origin': (382.32000732421875, 179.760009765625), 'bbox': (382.32000732421875, 171.70440673828125, 413.6653137207031, 182.46481323242188)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (382.32000732421875, 171.70440673828125, 413.6653137207031, 182.46481323242188)}",,,,,,,,,,,number,0,149,149,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,"137,","(382.32000732421875, 179.760009765625)","(382.32000732421875, 171.70440673828125, 413.6653137207031, 182.46481323242188)",idx,0,382.32000732421875,171.70440673828125,413.6653137207031,182.46481323242188
290,137,0,"(382.32000732421875, 171.70440673828125, 413.6653137207031, 182.46481323242188)","{'spans': [{'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '137, 139', 'origin': (382.32000732421875, 179.760009765625), 'bbox': (382.32000732421875, 171.70440673828125, 413.6653137207031, 182.46481323242188)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (382.32000732421875, 171.70440673828125, 413.6653137207031, 182.46481323242188)}",,,,,,,,,,,number,0,149,149,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,139,"(382.32000732421875, 179.760009765625)","(382.32000732421875, 171.70440673828125, 413.6653137207031, 182.46481323242188)",idx,0,382.32000732421875,171.70440673828125,413.6653137207031,182.46481323242188
291,138,0,"(401.0400085449219, 180.58441162109375, 412.901611328125, 200.22479248046875)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '140', 'origin': (401.0400085449219, 188.6400146484375), 'bbox': (401.0400085449219, 180.58441162109375, 412.901611328125, 191.34481811523438)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (401.0400085449219, 180.58441162109375, 412.901611328125, 191.34481811523438)}",,,,,,,,,,,number,0,150,150,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,140,"(401.0400085449219, 188.6400146484375)","(401.0400085449219, 180.58441162109375, 412.901611328125, 191.34481811523438)",idx,0,401.0400085449219,180.58441162109375,412.901611328125,191.34481811523438
292,138,0,"(401.0400085449219, 180.58441162109375, 412.901611328125, 200.22479248046875)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '141', 'origin': (401.0400085449219, 197.51998901367188), 'bbox': (401.0400085449219, 189.46438598632812, 412.72760009765625, 200.22479248046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (401.0400085449219, 189.46438598632812, 412.72760009765625, 200.22479248046875)}",,,,,,,,,,,number,1,151,151,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,141,"(401.0400085449219, 197.51998901367188)","(401.0400085449219, 189.46438598632812, 412.72760009765625, 200.22479248046875)",idx,0,401.0400085449219,189.46438598632812,412.72760009765625,200.22479248046875
293,139,0,"(382.0799865722656, 199.06439208984375, 413.37896728515625, 219.4248046875)","{'spans': [{'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '137, 140', 'origin': (382.0799865722656, 207.1199951171875), 'bbox': (382.0799865722656, 199.06439208984375, 413.37896728515625, 209.82479858398438)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (382.0799865722656, 199.06439208984375, 413.37896728515625, 209.82479858398438)}",,,,,,,,,,,number,0,152,152,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,"137,","(382.0799865722656, 207.1199951171875)","(382.0799865722656, 199.06439208984375, 413.37896728515625, 209.82479858398438)",idx,0,382.0799865722656,199.06439208984375,413.37896728515625,209.82479858398438
294,139,0,"(382.0799865722656, 199.06439208984375, 413.37896728515625, 219.4248046875)","{'spans': [{'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '137, 140', 'origin': (382.0799865722656, 207.1199951171875), 'bbox': (382.0799865722656, 199.06439208984375, 413.37896728515625, 209.82479858398438)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (382.0799865722656, 199.06439208984375, 413.37896728515625, 209.82479858398438)}",,,,,,,,,,,number,0,152,152,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,140,"(382.0799865722656, 207.1199951171875)","(382.0799865722656, 199.06439208984375, 413.37896728515625, 209.82479858398438)",idx,0,382.0799865722656,199.06439208984375,413.37896728515625,209.82479858398438
295,139,0,"(382.0799865722656, 199.06439208984375, 413.37896728515625, 219.4248046875)","{'spans': [{'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '137, 140', 'origin': (382.0799865722656, 216.72000122070312), 'bbox': (382.0799865722656, 208.66439819335938, 413.37896728515625, 219.4248046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (382.0799865722656, 208.66439819335938, 413.37896728515625, 219.4248046875)}",,,,,,,,,,,number,1,153,153,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,"137,","(382.0799865722656, 216.72000122070312)","(382.0799865722656, 208.66439819335938, 413.37896728515625, 219.4248046875)",idx,0,382.0799865722656,208.66439819335938,413.37896728515625,219.4248046875
296,139,0,"(382.0799865722656, 199.06439208984375, 413.37896728515625, 219.4248046875)","{'spans': [{'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '137, 140', 'origin': (382.0799865722656, 216.72000122070312), 'bbox': (382.0799865722656, 208.66439819335938, 413.37896728515625, 219.4248046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (382.0799865722656, 208.66439819335938, 413.37896728515625, 219.4248046875)}",,,,,,,,,,,number,1,153,153,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,140,"(382.0799865722656, 216.72000122070312)","(382.0799865722656, 208.66439819335938, 413.37896728515625, 219.4248046875)",idx,0,382.0799865722656,208.66439819335938,413.37896728515625,219.4248046875
297,140,0,"(400.79998779296875, 218.744384765625, 412.7916259765625, 229.50479125976562)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '141', 'origin': (400.79998779296875, 226.79998779296875), 'bbox': (400.79998779296875, 218.744384765625, 412.7916259765625, 229.50479125976562)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (400.79998779296875, 218.744384765625, 412.7916259765625, 229.50479125976562)}",,,,,,,,,,,number,0,154,154,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,141,"(400.79998779296875, 226.79998779296875)","(400.79998779296875, 218.744384765625, 412.7916259765625, 229.50479125976562)",idx,0,400.79998779296875,218.744384765625,412.7916259765625,229.50479125976562
298,141,0,"(381.8399963378906, 228.34439086914062, 413.42510986328125, 239.10479736328125)","{'spans': [{'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '137, 139', 'origin': (381.8399963378906, 236.39999389648438), 'bbox': (381.8399963378906, 228.34439086914062, 413.42510986328125, 239.10479736328125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (381.8399963378906, 228.34439086914062, 413.42510986328125, 239.10479736328125)}",,,,,,,,,,,number,0,155,155,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,"137,","(381.8399963378906, 236.39999389648438)","(381.8399963378906, 228.34439086914062, 413.42510986328125, 239.10479736328125)",idx,0,381.8399963378906,228.34439086914062,413.42510986328125,239.10479736328125
299,141,0,"(381.8399963378906, 228.34439086914062, 413.42510986328125, 239.10479736328125)","{'spans': [{'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '137, 139', 'origin': (381.8399963378906, 236.39999389648438), 'bbox': (381.8399963378906, 228.34439086914062, 413.42510986328125, 239.10479736328125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (381.8399963378906, 228.34439086914062, 413.42510986328125, 239.10479736328125)}",,,,,,,,,,,number,0,155,155,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,139,"(381.8399963378906, 236.39999389648438)","(381.8399963378906, 228.34439086914062, 413.42510986328125, 239.10479736328125)",idx,0,381.8399963378906,228.34439086914062,413.42510986328125,239.10479736328125
300,142,0,"(401.0400085449219, 237.94439697265625, 413.0119934082031, 248.70480346679688)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '153', 'origin': (401.0400085449219, 246.0), 'bbox': (401.0400085449219, 237.94439697265625, 413.0119934082031, 248.70480346679688)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (401.0400085449219, 237.94439697265625, 413.0119934082031, 248.70480346679688)}",,,,,,,,,,,number,0,156,156,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,153,"(401.0400085449219, 246.0)","(401.0400085449219, 237.94439697265625, 413.0119934082031, 248.70480346679688)",idx,0,401.0400085449219,237.94439697265625,413.0119934082031,248.70480346679688
301,143,0,"(380.8800048828125, 247.30438232421875, 413.58905029296875, 268.1448059082031)","{'spans': [{'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '.137, 138', 'origin': (380.8800048828125, 255.3599853515625), 'bbox': (380.8800048828125, 247.30438232421875, 413.5889587402344, 258.0647888183594)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (380.8800048828125, 247.30438232421875, 413.5889587402344, 258.0647888183594)}",,,,,,,,,,,number,0,157,157,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,".137,","(380.8800048828125, 255.3599853515625)","(380.8800048828125, 247.30438232421875, 413.5889587402344, 258.0647888183594)",idx,0,380.8800048828125,247.30438232421875,413.5889587402344,258.0647888183594
302,143,0,"(380.8800048828125, 247.30438232421875, 413.58905029296875, 268.1448059082031)","{'spans': [{'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '.137, 138', 'origin': (380.8800048828125, 255.3599853515625), 'bbox': (380.8800048828125, 247.30438232421875, 413.5889587402344, 258.0647888183594)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (380.8800048828125, 247.30438232421875, 413.5889587402344, 258.0647888183594)}",,,,,,,,,,,number,0,157,157,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,138,"(380.8800048828125, 255.3599853515625)","(380.8800048828125, 247.30438232421875, 413.5889587402344, 258.0647888183594)",idx,0,380.8800048828125,247.30438232421875,413.5889587402344,258.0647888183594
303,143,0,"(380.8800048828125, 247.30438232421875, 413.58905029296875, 268.1448059082031)","{'spans': [{'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '137, 138', 'origin': (381.8399963378906, 265.44000244140625), 'bbox': (381.8399963378906, 257.3843994140625, 413.58905029296875, 268.1448059082031)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (381.8399963378906, 257.3843994140625, 413.58905029296875, 268.1448059082031)}",,,,,,,,,,,number,1,158,158,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,"137,","(381.8399963378906, 265.44000244140625)","(381.8399963378906, 257.3843994140625, 413.58905029296875, 268.1448059082031)",idx,0,381.8399963378906,257.3843994140625,413.58905029296875,268.1448059082031
304,143,0,"(380.8800048828125, 247.30438232421875, 413.58905029296875, 268.1448059082031)","{'spans': [{'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '137, 138', 'origin': (381.8399963378906, 265.44000244140625), 'bbox': (381.8399963378906, 257.3843994140625, 413.58905029296875, 268.1448059082031)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (381.8399963378906, 257.3843994140625, 413.58905029296875, 268.1448059082031)}",,,,,,,,,,,number,1,158,158,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,138,"(381.8399963378906, 265.44000244140625)","(381.8399963378906, 257.3843994140625, 413.58905029296875, 268.1448059082031)",idx,0,381.8399963378906,257.3843994140625,413.58905029296875,268.1448059082031
305,144,0,"(399.3599853515625, 266.0243835449219, 412.6615905761719, 306.5447998046875)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '140', 'origin': (400.79998779296875, 274.0799865722656), 'bbox': (400.79998779296875, 266.0243835449219, 412.6615905761719, 276.7847900390625)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (400.79998779296875, 266.0243835449219, 412.6615905761719, 276.7847900390625)}",,,,,,,,,,,number,0,159,159,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,140,"(400.79998779296875, 274.0799865722656)","(400.79998779296875, 266.0243835449219, 412.6615905761719, 276.7847900390625)",idx,0,400.79998779296875,266.0243835449219,412.6615905761719,276.7847900390625
306,144,0,"(399.3599853515625, 266.0243835449219, 412.6615905761719, 306.5447998046875)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '481', 'origin': (399.3599853515625, 284.6400146484375), 'bbox': (399.3599853515625, 276.58441162109375, 412.0016174316406, 287.3448181152344)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (399.3599853515625, 276.58441162109375, 412.0016174316406, 287.3448181152344)}",,,,,,,,,,,number,1,160,160,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,481,"(399.3599853515625, 284.6400146484375)","(399.3599853515625, 276.58441162109375, 412.0016174316406, 287.3448181152344)",idx,0,399.3599853515625,276.58441162109375,412.0016174316406,287.3448181152344
307,144,0,"(399.3599853515625, 266.0243835449219, 412.6615905761719, 306.5447998046875)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '490', 'origin': (399.6000061035156, 294.239990234375), 'bbox': (399.6000061035156, 286.18438720703125, 412.23919677734375, 296.9447937011719)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (399.6000061035156, 286.18438720703125, 412.23919677734375, 296.9447937011719)}",,,,,,,,,,,number,2,161,161,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,490,"(399.6000061035156, 294.239990234375)","(399.6000061035156, 286.18438720703125, 412.23919677734375, 296.9447937011719)",idx,0,399.6000061035156,286.18438720703125,412.23919677734375,296.9447937011719
308,144,0,"(399.3599853515625, 266.0243835449219, 412.6615905761719, 306.5447998046875)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '481', 'origin': (399.3599853515625, 303.8399963378906), 'bbox': (399.3599853515625, 295.7843933105469, 412.0016174316406, 306.5447998046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (399.3599853515625, 295.7843933105469, 412.0016174316406, 306.5447998046875)}",,,,,,,,,,,number,3,162,162,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,481,"(399.3599853515625, 303.8399963378906)","(399.3599853515625, 295.7843933105469, 412.0016174316406, 306.5447998046875)",idx,0,399.3599853515625,295.7843933105469,412.0016174316406,306.5447998046875
309,145,0,"(403.67999267578125, 306.3443908691406, 412.5758056640625, 403.0248107910156)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '65', 'origin': (403.9200134277344, 314.3999938964844), 'bbox': (403.9200134277344, 306.3443908691406, 412.33380126953125, 317.10479736328125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (403.9200134277344, 306.3443908691406, 412.33380126953125, 317.10479736328125)}",,,,,,,,,,,number,0,163,163,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,65,"(403.9200134277344, 314.3999938964844)","(403.9200134277344, 306.3443908691406, 412.33380126953125, 317.10479736328125)",idx,0,403.9200134277344,306.3443908691406,412.33380126953125,317.10479736328125
310,145,0,"(403.67999267578125, 306.3443908691406, 412.5758056640625, 403.0248107910156)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '66', 'origin': (403.9200134277344, 323.5199890136719), 'bbox': (403.9200134277344, 315.4643859863281, 412.3160095214844, 326.22479248046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (403.9200134277344, 315.4643859863281, 412.3160095214844, 326.22479248046875)}",,,,,,,,,,,number,1,164,164,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,66,"(403.9200134277344, 323.5199890136719)","(403.9200134277344, 315.4643859863281, 412.3160095214844, 326.22479248046875)",idx,0,403.9200134277344,315.4643859863281,412.3160095214844,326.22479248046875
311,145,0,"(403.67999267578125, 306.3443908691406, 412.5758056640625, 403.0248107910156)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '70', 'origin': (404.3999938964844, 333.1199951171875), 'bbox': (404.3999938964844, 325.06439208984375, 412.5758056640625, 335.8247985839844)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (404.3999938964844, 325.06439208984375, 412.5758056640625, 335.8247985839844)}",,,,,,,,,,,number,2,165,165,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,70,"(404.3999938964844, 333.1199951171875)","(404.3999938964844, 325.06439208984375, 412.5758056640625, 335.8247985839844)",idx,0,404.3999938964844,325.06439208984375,412.5758056640625,335.8247985839844
312,145,0,"(403.67999267578125, 306.3443908691406, 412.5758056640625, 403.0248107910156)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '52', 'origin': (403.67999267578125, 343.20001220703125), 'bbox': (403.67999267578125, 335.1444091796875, 412.1225891113281, 345.9048156738281)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (403.67999267578125, 335.1444091796875, 412.1225891113281, 345.9048156738281)}",,,,,,,,,,,number,3,166,166,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,52,"(403.67999267578125, 343.20001220703125)","(403.67999267578125, 335.1444091796875, 412.1225891113281, 345.9048156738281)",idx,0,403.67999267578125,335.1444091796875,412.1225891113281,345.9048156738281
313,145,0,"(403.67999267578125, 306.3443908691406, 412.5758056640625, 403.0248107910156)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '66', 'origin': (403.67999267578125, 351.8399963378906), 'bbox': (403.67999267578125, 343.7843933105469, 412.0760192871094, 354.5447998046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (403.67999267578125, 343.7843933105469, 412.0760192871094, 354.5447998046875)}",,,,,,,,,,,number,4,167,167,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,66,"(403.67999267578125, 351.8399963378906)","(403.67999267578125, 343.7843933105469, 412.0760192871094, 354.5447998046875)",idx,0,403.67999267578125,343.7843933105469,412.0760192871094,354.5447998046875
314,145,0,"(403.67999267578125, 306.3443908691406, 412.5758056640625, 403.0248107910156)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '56', 'origin': (403.67999267578125, 360.9599914550781), 'bbox': (403.67999267578125, 352.9043884277344, 412.2048034667969, 363.664794921875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (403.67999267578125, 352.9043884277344, 412.2048034667969, 363.664794921875)}",,,,,,,,,,,number,5,168,168,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,56,"(403.67999267578125, 360.9599914550781)","(403.67999267578125, 352.9043884277344, 412.2048034667969, 363.664794921875)",idx,0,403.67999267578125,352.9043884277344,412.2048034667969,363.664794921875
315,145,0,"(403.67999267578125, 306.3443908691406, 412.5758056640625, 403.0248107910156)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '67', 'origin': (403.9200134277344, 371.0400085449219), 'bbox': (403.9200134277344, 362.9844055175781, 412.2373962402344, 373.74481201171875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (403.9200134277344, 362.9844055175781, 412.2373962402344, 373.74481201171875)}",,,,,,,,,,,number,6,169,169,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,67,"(403.9200134277344, 371.0400085449219)","(403.9200134277344, 362.9844055175781, 412.2373962402344, 373.74481201171875)",idx,0,403.9200134277344,362.9844055175781,412.2373962402344,373.74481201171875
316,145,0,"(403.67999267578125, 306.3443908691406, 412.5758056640625, 403.0248107910156)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '55', 'origin': (403.9200134277344, 380.6400146484375), 'bbox': (403.9200134277344, 372.58441162109375, 412.3505859375, 383.3448181152344)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (403.9200134277344, 372.58441162109375, 412.3505859375, 383.3448181152344)}",,,,,,,,,,,number,7,170,170,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,55,"(403.9200134277344, 380.6400146484375)","(403.9200134277344, 372.58441162109375, 412.3505859375, 383.3448181152344)",idx,0,403.9200134277344,372.58441162109375,412.3505859375,383.3448181152344
317,145,0,"(403.67999267578125, 306.3443908691406, 412.5758056640625, 403.0248107910156)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '70', 'origin': (404.1600036621094, 390.7200012207031), 'bbox': (404.1600036621094, 382.6643981933594, 412.3358154296875, 393.4248046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (404.1600036621094, 382.6643981933594, 412.3358154296875, 393.4248046875)}",,,,,,,,,,,number,8,171,171,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,70,"(404.1600036621094, 390.7200012207031)","(404.1600036621094, 382.6643981933594, 412.3358154296875, 393.4248046875)",idx,0,404.1600036621094,382.6643981933594,412.3358154296875,393.4248046875
318,145,0,"(403.67999267578125, 306.3443908691406, 412.5758056640625, 403.0248107910156)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '66', 'origin': (403.67999267578125, 400.32000732421875), 'bbox': (403.67999267578125, 392.264404296875, 412.29901123046875, 403.0248107910156)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (403.67999267578125, 392.264404296875, 412.29901123046875, 403.0248107910156)}",,,,,,,,,,,number,9,172,172,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,66,"(403.67999267578125, 400.32000732421875)","(403.67999267578125, 392.264404296875, 412.29901123046875, 403.0248107910156)",idx,0,403.67999267578125,392.264404296875,412.29901123046875,403.0248107910156
